index,name,generation,evolves_from,abilities,desc,type1,type2,total,hp,atk,def,spatk,spdef,speed,height,weight,rank
908,meowscarada,generation-ix,floragato,overgrow protean ,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",grass,dark,530,76,110,70,81,70,123,15,312,ordinary
909,fuecoco,generation-ix,nothing,blaze unaware ,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,fire,None,310,67,45,59,63,40,36,4,98,ordinary
910,crocalor,generation-ix,fuecoco,blaze unaware ,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,fire,None,411,81,55,78,90,58,49,10,307,ordinary
911,skeledirge,generation-ix,crocalor,blaze unaware ,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,fire,ghost,530,104,75,100,110,75,66,16,3265,ordinary
912,quaxly,generation-ix,nothing,torrent moxie ,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""",water,None,310,55,65,45,50,45,50,5,61,ordinary
913,quaxwell,generation-ix,quaxly,torrent moxie ,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",water,None,410,70,85,65,65,60,65,12,215,ordinary
914,quaquaval,generation-ix,quaxwell,torrent moxie ,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,water,fighting,530,85,120,80,85,75,85,18,619,ordinary
915,lechonk,generation-ix,nothing,aroma-veil gluttony thick-fat ,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,normal,None,254,54,45,40,35,45,35,5,102,ordinary
916,oinkologne,generation-ix,lechonk,lingering-aroma gluttony thick-fat ,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",normal,None,489,110,100,75,59,80,65,10,1200,ordinary
917,tarountula,generation-ix,nothing,insomnia stakeout ,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",bug,None,210,35,41,45,29,40,20,3,40,ordinary
918,spidops,generation-ix,tarountula,insomnia stakeout ,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,bug,None,404,60,79,92,52,86,35,10,165,ordinary
919,nymble,generation-ix,nothing,swarm tinted-lens ,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",bug,None,210,33,46,40,21,25,45,2,10,ordinary
920,lokix,generation-ix,nymble,swarm tinted-lens ,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",bug,dark,450,71,102,78,52,55,92,10,175,ordinary
921,pawmi,generation-ix,nothing,static natural-cure iron-fist ,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,electric,None,240,45,50,20,40,25,60,3,25,ordinary
922,pawmo,generation-ix,pawmi,volt-absorb natural-cure iron-fist ,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",electric,fighting,350,60,75,40,50,40,85,4,65,ordinary
923,pawmot,generation-ix,pawmo,volt-absorb natural-cure iron-fist ,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",electric,fighting,490,70,115,70,70,60,105,9,410,ordinary
924,tandemaus,generation-ix,nothing,run-away pickup own-tempo ,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",normal,None,305,50,50,45,40,45,75,3,18,ordinary
925,maushold,generation-ix,tandemaus,friend-guard cheek-pouch technician ,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",normal,None,470,74,75,70,65,75,111,3,23,ordinary
926,fidough,generation-ix,nothing,own-tempo klutz ,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,fairy,None,312,37,55,70,30,55,65,3,109,ordinary
927,dachsbun,generation-ix,fidough,well-baked-body aroma-veil ,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",fairy,None,477,57,80,115,50,80,95,5,149,ordinary
928,smoliv,generation-ix,nothing,early-bird harvest ,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,grass,normal,260,41,35,45,58,51,30,3,65,ordinary
929,dolliv,generation-ix,smoliv,early-bird harvest ,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",grass,normal,354,52,53,60,78,78,33,6,119,ordinary
930,arboliva,generation-ix,dolliv,seed-sower harvest ,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",grass,normal,510,78,69,90,125,109,39,14,482,ordinary
931,squawkabilly,generation-ix,nothing,intimidate hustle guts ,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",normal,flying,417,82,96,51,45,51,92,6,24,ordinary
932,nacli,generation-ix,nothing,purifying-salt sturdy clear-body ,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",rock,None,280,55,55,75,35,35,25,4,160,ordinary
933,naclstack,generation-ix,nacli,purifying-salt sturdy clear-body ,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,rock,None,355,60,60,100,35,65,35,6,1050,ordinary
934,garganacl,generation-ix,naclstack,purifying-salt sturdy clear-body ,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,rock,None,500,100,100,130,45,90,35,23,2400,ordinary
935,charcadet,generation-ix,nothing,flash-fire flame-body ,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",fire,None,255,40,50,40,50,40,35,6,105,ordinary
936,armarouge,generation-ix,charcadet,flash-fire weak-armor ,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,fire,psychic,525,85,60,100,125,80,75,15,850,ordinary
937,ceruledge,generation-ix,charcadet,flash-fire weak-armor ,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,fire,ghost,525,75,125,80,60,100,85,16,620,ordinary
938,tadbulb,generation-ix,nothing,own-tempo static damp ,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",electric,None,272,61,31,41,59,35,45,3,4,ordinary
939,bellibolt,generation-ix,tadbulb,electromorphosis static damp ,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",electric,None,495,109,64,91,103,83,45,12,1130,ordinary
940,wattrel,generation-ix,nothing,wind-power volt-absorb competitive ,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.",electric,flying,280,40,40,35,55,40,70,4,36,ordinary
941,kilowattrel,generation-ix,wattrel,wind-power volt-absorb competitive ,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.",electric,flying,490,70,70,60,105,60,125,14,386,ordinary
942,maschiff,generation-ix,nothing,intimidate run-away stakeout ,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.",dark,None,340,60,78,60,40,51,51,5,160,ordinary
943,mabosstiff,generation-ix,maschiff,intimidate guard-dog stakeout ,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,dark,None,505,80,120,90,60,70,85,11,610,ordinary
944,shroodle,generation-ix,nothing,unburden pickpocket prankster ,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",poison,normal,290,40,65,35,40,35,75,2,7,ordinary
945,grafaiai,generation-ix,shroodle,unburden poison-touch prankster ,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,poison,normal,485,63,95,65,80,72,110,7,272,ordinary
946,bramblin,generation-ix,nothing,wind-rider infiltrator ,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.,grass,ghost,275,40,65,30,45,35,60,6,6,ordinary
947,brambleghast,generation-ix,bramblin,wind-rider infiltrator ,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it.",grass,ghost,480,55,115,70,80,70,90,12,60,ordinary
948,toedscool,generation-ix,nothing,mycelium-might mycelium-might ,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.,ground,grass,335,40,40,35,50,100,70,9,330,ordinary
949,toedscruel,generation-ix,toedscool,mycelium-might mycelium-might ,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.,ground,grass,515,80,70,65,80,120,100,19,580,ordinary
950,klawf,generation-ix,nothing,anger-shell shell-armor regenerator ,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head.",rock,None,450,70,100,115,35,55,75,13,790,ordinary
951,capsakid,generation-ix,nothing,chlorophyll insomnia klutz ,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become.",grass,None,304,50,62,40,62,40,50,3,30,ordinary
952,scovillain,generation-ix,capsakid,chlorophyll insomnia moody ,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.,grass,fire,486,65,108,65,108,65,75,9,150,ordinary
953,rellor,generation-ix,nothing,compound-eyes shed-skin ,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.,bug,None,270,41,50,60,31,58,30,2,10,ordinary
954,rabsca,generation-ix,rellor,synchronize telepathy ,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.",bug,psychic,470,75,50,85,115,100,45,3,35,ordinary
955,flittle,generation-ix,nothing,anticipation frisk speed-boost ,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.,psychic,None,255,30,35,30,55,30,75,2,15,ordinary
956,espathra,generation-ix,flittle,opportunist frisk speed-boost ,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament.",psychic,None,481,95,60,60,101,60,105,19,900,ordinary
957,tinkatink,generation-ix,nothing,mold-breaker own-tempo pickpocket ,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",fairy,steel,297,50,45,45,35,64,58,4,89,ordinary
